"County, State",POP010210D,LND110210D,People_Per_Square_Mile
"Lyon County, Kansas","33,690 ",847.47 ,39.75 
"McPherson County, Kansas","29,180 ",898.27 ,32.48 
"Marion County, Kansas","12,660 ",944.29 ,13.41 
"Marshall County, Kansas","10,117 ",900.18 ,11.24 
"Meade County, Kansas","4,575 ",978.09 ,4.68 
"Miami County, Kansas","32,787 ",575.66 ,56.96 
"Mitchell County, Kansas","6,373 ",701.79 ,9.08 
"Montgomery County, Kansas","35,471 ",643.53 ,55.12 
"Morris County, Kansas","5,923 ",695.28 ,8.52 
"Morton County, Kansas","3,233 ",729.73 ,4.43 
"Nemaha County, Kansas","10,178 ",717.43 ,14.19 
"Neosho County, Kansas","16,512 ",571.47 ,28.89 
"Ness County, Kansas","3,107 ","1,074.75 ",2.89 
"Norton County, Kansas","5,671 ",878.13 ,6.46 
"Osage County, Kansas","16,295 ",705.52 ,23.10 
"Osborne County, Kansas","3,858 ",892.50 ,4.32 
"Ottawa County, Kansas","6,091 ",720.73 ,8.45 
"Pawnee County, Kansas","6,973 ",754.26 ,9.24 
"Phillips County, Kansas","5,642 ",885.88 ,6.37 
"Pottawatomie County, Kansas","21,604 ",841.02 ,25.69 
"Pratt County, Kansas","9,656 ",735.05 ,13.14 
"Rawlins County, Kansas","2,519 ","1,069.42 ",2.36 
"Reno County, Kansas","64,511 ","1,255.35 ",51.39 
"Republic County, Kansas","4,980 ",717.37 ,6.94 
"Rice County, Kansas","10,083 ",726.24 ,13.88 
"Riley County, Kansas","71,115 ",609.77 ,116.63 
"Rooks County, Kansas","5,181 ",890.53 ,5.82 
"Rush County, Kansas","3,307 ",717.76 ,4.61 
"Russell County, Kansas","6,970 ",886.26 ,7.86 
"Saline County, Kansas","55,606 ",720.23 ,77.21 
"Scott County, Kansas","4,936 ",717.54 ,6.88 
"Sedgwick County, Kansas","498,365 ",997.51 ,499.61 
"Seward County, Kansas","22,952 ",639.50 ,35.89 
"Shawnee County, Kansas","177,934 ",544.02 ,327.07 
"Sheridan County, Kansas","2,556 ",895.96 ,2.85 
"Sherman County, Kansas","6,010 ","1,056.07 ",5.69 
"Smith County, Kansas","3,853 ",895.47 ,4.30 
"Stafford County, Kansas","4,437 ",792.05 ,5.60 
"Stanton County, Kansas","2,235 ",680.35 ,3.29 
"Stevens County, Kansas","5,724 ",727.29 ,7.87 
"Sumner County, Kansas","24,132 ","1,181.94 ",20.42 
"Thomas County, Kansas","7,900 ","1,074.69 ",7.35 
"Trego County, Kansas","3,001 ",889.48 ,3.37 
"Wabaunsee County, Kansas","7,053 ",794.30 ,8.88 
"Wallace County, Kansas","1,485 ",913.65 ,1.63 
"Washington County, Kansas","5,799 ",894.76 ,6.48 
"Wichita County, Kansas","2,234 ",718.57 ,3.11 
"Wilson County, Kansas","9,409 ",570.42 ,16.49 
"Woodson County, Kansas","3,309 ",497.82 ,6.65 
"Wyandotte County, Kansas","157,505 ",151.60 ,"1,038.95 "
"Adair County, Kentucky","18,656 ",405.28 ,46.03 
"Allen County, Kentucky","19,956 ",344.34 ,57.95 
"Anderson County, Kentucky","21,421 ",201.83 ,106.13 
"Ballard County, Kentucky","8,249 ",246.66 ,33.44 
"Barren County, Kentucky","42,173 ",487.54 ,86.50 
"Bath County, Kentucky","11,591 ",278.79 ,41.58 
"Bell County, Kentucky","28,691 ",359.00 ,79.92 
"Boone County, Kentucky","118,811 ",246.36 ,482.27 
"Bourbon County, Kentucky","19,985 ",289.72 ,68.98 
"Boyd County, Kentucky","49,542 ",159.86 ,309.91 
"Boyle County, Kentucky","28,432 ",180.17 ,157.81 
"Bracken County, Kentucky","8,488 ",205.61 ,41.28 
"Breathitt County, Kentucky","13,878 ",492.41 ,28.18 
"Breckinridge County, Kentucky","20,059 ",567.17 ,35.37 
"Bullitt County, Kentucky","74,319 ",297.02 ,250.22 
"Butler County, Kentucky","12,690 ",426.09 ,29.78 
"Caldwell County, Kentucky","12,984 ",344.79 ,37.66 
"Calloway County, Kentucky","37,191 ",385.02 ,96.59 
"Campbell County, Kentucky","90,336 ",151.31 ,597.03 
"Carlisle County, Kentucky","5,104 ",189.43 ,26.94 
"Carroll County, Kentucky","10,811 ",128.57 ,84.09 
"Carter County, Kentucky","27,720 ",409.50 ,67.69 
"Casey County, Kentucky","15,955 ",444.23 ,35.92 
"Christian County, Kentucky","73,955 ",717.50 ,103.07 
"Clark County, Kentucky","35,613 ",252.46 ,141.06 
"Clay County, Kentucky","21,730 ",469.25 ,46.31 
"Clinton County, Kentucky","10,272 ",197.25 ,52.08 
"Crittenden County, Kentucky","9,315 ",359.95 ,25.88 
"Cumberland County, Kentucky","6,856 ",305.18 ,22.47 
"Daviess County, Kentucky","96,656 ",458.35 ,210.88 
"Edmonson County, Kentucky","12,161 ",302.88 ,40.15 
"Elliott County, Kentucky","7,852 ",234.32 ,33.51 
"Estill County, Kentucky","14,672 ",253.08 ,57.97 
"Fayette County, Kentucky","295,803 ",283.65 ,"1,042.85 "
"Fleming County, Kentucky","14,348 ",348.54 ,41.17 
"Floyd County, Kentucky","39,451 ",393.35 ,100.29 
"Franklin County, Kentucky","49,285 ",207.75 ,237.23 
"Fulton County, Kentucky","6,813 ",205.50 ,33.15 
"Gallatin County, Kentucky","8,589 ",101.23 ,84.85 
"Garrard County, Kentucky","16,912 ",230.08 ,73.50 
"Grant County, Kentucky","24,662 ",257.97 ,95.60 
"Graves County, Kentucky","37,121 ",551.74 ,67.28 
"Grayson County, Kentucky","25,746 ",496.70 ,51.83 
"Green County, Kentucky","11,258 ",286.03 ,39.36 
"Greenup County, Kentucky","36,910 ",344.40 ,107.17 
"Hancock County, Kentucky","8,565 ",187.65 ,45.64 
"Hardin County, Kentucky","105,543 ",623.28 ,169.33 
"Harlan County, Kentucky","29,278 ",465.83 ,62.85 
"Harrison County, Kentucky","18,846 ",306.36 ,61.52 
"Hart County, Kentucky","18,199 ",412.09 ,44.16 
"Henderson County, Kentucky","46,250 ",436.67 ,105.92 
"Henry County, Kentucky","15,416 ",286.28 ,53.85 
"Hickman County, Kentucky","4,902 ",242.27 ,20.23 
"Hopkins County, Kentucky","46,920 ",542.00 ,86.57 
"Jackson County, Kentucky","13,494 ",345.20 ,39.09 
"Jefferson County, Kentucky","741,096 ",380.42 ,"1,948.10 "
"Jessamine County, Kentucky","48,586 ",172.12 ,282.28 
"Johnson County, Kentucky","23,356 ",261.95 ,89.16 
"Kenton County, Kentucky","159,720 ",160.25 ,996.69 
"Knott County, Kentucky","16,346 ",351.52 ,46.50 
"Knox County, Kentucky","31,883 ",386.30 ,82.53 
"Larue County, Kentucky","14,193 ",261.52 ,54.27 
"Laurel County, Kentucky","58,849 ",433.95 ,135.61 
"Lawrence County, Kentucky","15,860 ",415.60 ,38.16 
"Lee County, Kentucky","7,887 ",208.86 ,37.76 
"Leslie County, Kentucky","11,310 ",400.84 ,28.22 
"Letcher County, Kentucky","24,519 ",337.91 ,72.56 
"Lewis County, Kentucky","13,870 ",482.84 ,28.73 
"Lincoln County, Kentucky","24,742 ",334.10 ,74.06 
"Livingston County, Kentucky","9,519 ",313.13 ,30.40 
"Logan County, Kentucky","26,835 ",552.13 ,48.60 
"Lyon County, Kentucky","8,314 ",213.84 ,38.88 
"McCracken County, Kentucky","65,565 ",248.74 ,263.59 
"McCreary County, Kentucky","18,306 ",426.80 ,42.89 
"McLean County, Kentucky","9,531 ",252.47 ,37.75 
"Madison County, Kentucky","82,916 ",437.29 ,189.61 
"Magoffin County, Kentucky","13,333 ",308.44 ,43.23 
"Marion County, Kentucky","19,820 ",343.01 ,57.78 
"Marshall County, Kentucky","31,448 ",301.25 ,104.39 
"Martin County, Kentucky","12,929 ",229.61 ,56.31 
"Mason County, Kentucky","17,490 ",240.13 ,72.84 
"Meade County, Kentucky","28,602 ",305.42 ,93.65 
"Menifee County, Kentucky","6,306 ",203.59 ,30.97 
"Mercer County, Kentucky","21,331 ",248.80 ,85.74 
"Metcalfe County, Kentucky","10,099 ",289.65 ,34.87 
"Monroe County, Kentucky","10,963 ",329.37 ,33.28 
"Montgomery County, Kentucky","26,499 ",197.37 ,134.26 
"Morgan County, Kentucky","13,923 ",381.13 ,36.53 
"Muhlenberg County, Kentucky","31,499 ",467.08 ,67.44 
"Nelson County, Kentucky","43,437 ",417.51 ,104.04 
"Nicholas County, Kentucky","7,135 ",195.17 ,36.56 
"Ohio County, Kentucky","23,842 ",587.27 ,40.60 
"Oldham County, Kentucky","60,316 ",187.22 ,322.17 
"Owen County, Kentucky","10,841 ",351.10 ,30.88 
"Owsley County, Kentucky","4,755 ",197.41 ,24.09 
"Pendleton County, Kentucky","14,877 ",277.16 ,53.68 
"Perry County, Kentucky","28,712 ",339.67 ,84.53 
"Pike County, Kentucky","65,024 ",786.83 ,82.64 
"Powell County, Kentucky","12,613 ",178.98 ,70.47 
"Pulaski County, Kentucky","63,063 ",658.41 ,95.78 
"Robertson County, Kentucky","2,282 ",99.91 ,22.84 
"Rockcastle County, Kentucky","17,056 ",316.55 ,53.88 
"Rowan County, Kentucky","23,333 ",279.80 ,83.39 
"Russell County, Kentucky","17,565 ",253.66 ,69.25 
"Scott County, Kentucky","47,173 ",281.77 ,167.42 
"Shelby County, Kentucky","42,074 ",379.64 ,110.83 
"Simpson County, Kentucky","17,327 ",234.20 ,73.98 
"Spencer County, Kentucky","17,061 ",186.68 ,91.39 
"Taylor County, Kentucky","24,512 ",266.33 ,92.04 
"Todd County, Kentucky","12,460 ",374.50 ,33.27 
"Trigg County, Kentucky","14,339 ",441.43 ,32.48 
"Trimble County, Kentucky","8,809 ",151.65 ,58.09 
"Union County, Kentucky","15,007 ",342.85 ,43.77 
"Warren County, Kentucky","113,792 ",541.60 ,210.10 
"Washington County, Kentucky","11,717 ",297.27 ,39.42 
"Wayne County, Kentucky","20,813 ",458.17 ,45.43 
"Webster County, Kentucky","13,621 ",331.94 ,41.03 
"Whitley County, Kentucky","35,637 ",437.83 ,81.39 
"Wolfe County, Kentucky","7,355 ",222.17 ,33.11 
"Woodford County, Kentucky","24,939 ",188.78 ,132.11 
"Acadia Parish, Louisiana","61,773 ",655.12 ,94.29 
"Allen Parish, Louisiana","25,764 ",761.85 ,33.82 
"Ascension Parish, Louisiana","107,215 ",289.98 ,369.73 
"Assumption Parish, Louisiana","23,421 ",338.66 ,69.16 
"Avoyelles Parish, Louisiana","42,073 ",832.43 ,50.54 
"Beauregard Parish, Louisiana","35,654 ","1,157.34 ",30.81 
"Bienville Parish, Louisiana","14,353 ",811.27 ,17.69 
"Bossier Parish, Louisiana","116,979 ",840.06 ,139.25 
"Caddo Parish, Louisiana","254,969 ",878.54 ,290.22 
"Calcasieu Parish, Louisiana","192,768 ","1,063.66 ",181.23 
"Caldwell Parish, Louisiana","10,132 ",529.43 ,19.14 
"Cameron Parish, Louisiana","6,839 ","1,284.89 ",5.32 
"Catahoula Parish, Louisiana","10,407 ",708.03 ,14.70 
"Claiborne Parish, Louisiana","17,195 ",754.88 ,22.78 
"Concordia Parish, Louisiana","20,822 ",696.92 ,29.88 
"De Soto Parish, Louisiana","26,656 ",875.58 ,30.44 
"East Baton Rouge Parish, Louisiana","440,171 ",455.37 ,966.62 
"East Carroll Parish, Louisiana","7,759 ",420.70 ,18.44 
"East Feliciana Parish, Louisiana","20,267 ",453.41 ,44.70 
"Evangeline Parish, Louisiana","33,984 ",662.38 ,51.31 
"Franklin Parish, Louisiana","20,767 ",624.59 ,33.25 
"Grant Parish, Louisiana","22,309 ",643.03 ,34.69 
"Iberia Parish, Louisiana","73,240 ",574.11 ,127.57 
"Iberville Parish, Louisiana","33,387 ",618.63 ,53.97 
"Jackson Parish, Louisiana","16,274 ",569.18 ,28.59 
"Jefferson Parish, Louisiana","432,552 ",295.63 ,"1,463.15 "
"Jefferson Davis Parish, Louisiana","31,594 ",651.33 ,48.51 
"Lafayette Parish, Louisiana","221,578 ",268.72 ,824.57 
"Lafourche Parish, Louisiana","96,318 ","1,068.21 ",90.17 
"LaSalle Parish, Louisiana","14,890 ",624.68 ,23.84 
"Lincoln Parish, Louisiana","46,735 ",471.74 ,99.07 
"Livingston Parish, Louisiana","128,026 ",648.17 ,197.52 
"Madison Parish, Louisiana","12,093 ",624.44 ,19.37 
"Morehouse Parish, Louisiana","27,979 ",794.93 ,35.20 
"Natchitoches Parish, Louisiana","39,566 ","1,252.25 ",31.60 
"Orleans Parish, Louisiana","343,829 ",169.42 ,"2,029.45 "
"Ouachita Parish, Louisiana","153,720 ",610.41 ,251.83 
"Plaquemines Parish, Louisiana","23,042 ",779.91 ,29.54 
"Pointe Coupee Parish, Louisiana","22,802 ",557.35 ,40.91 
"Rapides Parish, Louisiana","131,613 ","1,317.96 ",99.86 
"Red River Parish, Louisiana","9,091 ",389.09 ,23.36 
"Richland Parish, Louisiana","20,725 ",559.04 ,37.07 
"Sabine Parish, Louisiana","24,233 ",866.66 ,27.96 
"St. Bernard Parish, Louisiana","35,897 ",377.52 ,95.09 
"St. Charles Parish, Louisiana","52,780 ",279.08 ,189.12 
"St. Helena Parish, Louisiana","11,203 ",408.40 ,27.43 
"St. James Parish, Louisiana","22,102 ",241.54 ,91.50 
"St. John the Baptist Parish, Louisiana","45,924 ",213.07 ,215.53 
"St. Landry Parish, Louisiana","83,384 ",923.88 ,90.25 
"St. Martin Parish, Louisiana","52,160 ",737.65 ,70.71 
"St. Mary Parish, Louisiana","54,650 ",555.38 ,98.40 
"St. Tammany Parish, Louisiana","233,740 ",845.55 ,276.44 
"Tangipahoa Parish, Louisiana","121,097 ",791.28 ,153.04 
"Tensas Parish, Louisiana","5,252 ",602.78 ,8.71 
"Terrebonne Parish, Louisiana","111,860 ","1,231.82 ",90.81 
"Union Parish, Louisiana","22,721 ",876.99 ,25.91 
"Vermilion Parish, Louisiana","57,999 ","1,173.20 ",49.44 
"Vernon Parish, Louisiana","52,334 ","1,327.91 ",39.41 
"Washington Parish, Louisiana","47,168 ",669.53 ,70.45 
"Webster Parish, Louisiana","41,207 ",593.03 ,69.49 
"West Baton Rouge Parish, Louisiana","23,788 ",192.39 ,123.64 
"West Carroll Parish, Louisiana","11,604 ",359.65 ,32.26 
"West Feliciana Parish, Louisiana","15,625 ",403.21 ,38.75 
"Winn Parish, Louisiana","15,313 ",950.09 ,16.12 
"Androscoggin County, Maine","107,702 ",467.93 ,230.17 
"Aroostook County, Maine","71,870 ","6,671.33 ",10.77 
"Cumberland County, Maine","281,674 ",835.24 ,337.24 
"Franklin County, Maine","30,768 ","1,696.61 ",18.13 
"Hancock County, Maine","54,418 ","1,586.89 ",34.29 
"Kennebec County, Maine","122,151 ",867.52 ,140.80 
"Knox County, Maine","39,736 ",365.13 ,108.83 
"Lincoln County, Maine","34,457 ",455.82 ,75.59 
"Oxford County, Maine","57,833 ","2,076.84 ",27.85 
"Penobscot County, Maine","153,923 ","3,397.36 ",45.31 
"Piscataquis County, Maine","17,535 ","3,960.86 ",4.43 
"Sagadahoc County, Maine","35,293 ",253.70 ,139.11 
"Somerset County, Maine","52,228 ","3,924.40 ",13.31 
"Waldo County, Maine","38,786 ",729.92 ,53.14 
"Washington County, Maine","32,856 ","2,562.66 ",12.82 
"York County, Maine","197,131 ",990.71 ,198.98 
"Allegany County, Maryland","75,087 ",424.16 ,177.03 
"Anne Arundel County, Maryland","537,656 ",414.90 ,"1,295.87 "
"Baltimore County, Maryland","805,029 ",598.30 ,"1,345.53 "
"Calvert County, Maryland","88,737 ",213.15 ,416.31 
"Caroline County, Maryland","33,066 ",319.42 ,103.52 
"Carroll County, Maryland","167,134 ",447.60 ,373.40 
"Cecil County, Maryland","101,108 ",346.27 ,291.99 
"Charles County, Maryland","146,551 ",457.75 ,320.16 
"Dorchester County, Maryland","32,618 ",540.77 ,60.32 
"Frederick County, Maryland","233,385 ",660.22 ,353.50 
"Garrett County, Maryland","30,097 ",647.10 ,46.51 
"Harford County, Maryland","244,826 ",437.09 ,560.13 
"Howard County, Maryland","287,085 ",250.74 ,"1,144.95 "
"Kent County, Maryland","20,197 ",277.03 ,72.91 
"Montgomery County, Maryland","971,777 ",491.25 ,"1,978.17 "
"Prince George's County, Maryland","863,420 ",482.69 ,"1,788.77 "
"Queen Anne's County, Maryland","47,798 ",371.91 ,128.52 
"St. Mary's County, Maryland","105,151 ",357.18 ,294.39 
"Somerset County, Maryland","26,470 ",319.72 ,82.79 
"Talbot County, Maryland","37,782 ",268.54 ,140.69 
"Washington County, Maryland","147,430 ",457.78 ,322.05 
"Wicomico County, Maryland","98,733 ",374.44 ,263.68 
"Worcester County, Maryland","51,454 ",468.28 ,109.88 
"Baltimore city, Maryland","620,961 ",80.94 ,"7,671.87 "
"Barnstable County, Massachusetts","215,888 ",393.72 ,548.33 
"Berkshire County, Massachusetts","131,219 ",926.83 ,141.58 
"Bristol County, Massachusetts","548,285 ",553.10 ,991.29 
"Dukes County, Massachusetts","16,535 ",103.25 ,160.15 
"Essex County, Massachusetts","743,159 ",492.56 ,"1,508.77 "
"Franklin County, Massachusetts","71,372 ",699.32 ,102.06 
"Hampden County, Massachusetts","463,490 ",617.14 ,751.03 
"Hampshire County, Massachusetts","158,080 ",527.26 ,299.81 
"Middlesex County, Massachusetts","1,503,085 ",817.82 ,"1,837.92 "
"Nantucket County, Massachusetts","10,172 ",44.97 ,226.20 
"Norfolk County, Massachusetts","670,850 ",396.11 ,"1,693.60 "
"Plymouth County, Massachusetts","494,919 ",659.08 ,750.92 
"Suffolk County, Massachusetts","722,023 ",58.15 ,"12,416.56 "
"Worcester County, Massachusetts","798,552 ","1,510.77 ",528.57 
"Alcona County, Michigan","10,942 ",674.59 ,16.22 
"Alger County, Michigan","9,601 ",915.07 ,10.49 
"Allegan County, Michigan","111,408 ",825.23 ,135.00 
"Alpena County, Michigan","29,598 ",571.86 ,51.76 
"Antrim County, Michigan","23,580 ",475.70 ,49.57 
"Arenac County, Michigan","15,899 ",363.19 ,43.78 
"Baraga County, Michigan","8,860 ",898.26 ,9.86 
"Barry County, Michigan","59,173 ",553.09 ,106.99 
"Bay County, Michigan","107,771 ",442.30 ,243.66 
"Benzie County, Michigan","17,525 ",319.70 ,54.82 
"Berrien County, Michigan","156,813 ",567.75 ,276.20 
"Branch County, Michigan","45,248 ",506.37 ,89.36 
"Calhoun County, Michigan","136,146 ",706.23 ,192.78 
"Cass County, Michigan","52,293 ",490.06 ,106.71 
"Charlevoix County, Michigan","25,949 ",416.34 ,62.33 
"Cheboygan County, Michigan","26,152 ",715.26 ,36.56 
"Chippewa County, Michigan","38,520 ","1,558.42 ",24.72 
"Clare County, Michigan","30,926 ",564.32 ,54.80 
"Clinton County, Michigan","75,382 ",566.41 ,133.09 
